Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,Yes,0.0,Graduate,No,9709,256,196.0,360.0,1.0,Semiurban,Y
,No,1.0,Not Graduate,No,9709,813,215.0,360.0,1.0,Urban,Y
Male,No,2.0,Not Graduate,No,5957,2508,83.0,360.0,0.0,Rural,N
Female,Yes,1.0,Not Graduate,Yes,4752,2169,103.0,360.0,,Semiurban,Y
Male,No,0.0,Graduate,No,6209,1655,96.0,360.0,0.0,Rural,N
Female,Yes,2.0,Graduate,No,5310,5485,183.0,360.0,0.0,Urban,N
Male,Yes,1.0,Graduate,No,4665,1795,65.0,360.0,1.0,Semiurban,Y
,No,2.0,Graduate,No,6099,702,250.0,300.0,,Rural,N
Female,No,2.0,Graduate,No,6668,649,101.0,300.0,1.0,Rural,Y
Female,Yes,3.0,Not Graduate,No,7383,2006,67.0,360.0,1.0,Rural,Y
Female,No,1.0,Graduate,No,10397,3588,104.0,180.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,6368,1391,107.0,360.0,1.0,Urban,Y
Male,Yes,1.0,Graduate,No,5581,1835,115.0,300.0,1.0,Urban,N
Male,Yes,0.0,Not Graduate,No,8570,1904,118.0,300.0,1.0,Rural,Y
Male,No,2.0,Graduate,No,3820,5623,214.0,360.0,1.0,Rural,Y
Female,Yes,0.0,Graduate,No,2506,2661,150.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Not Graduate,No,6952,3113,67.0,360.0,1.0,Urban,N
Female,Yes,2.0,Graduate,Yes,4853,678,106.0,300.0,1.0,Semiurban,Y
Male,No,1.0,Graduate,No,5022,889,,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,3777,834,131.0,360.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,No,9335,1160,122.0,300.0,,Urban,Y
Female,Yes,2.0,Not Graduate,No,2558,1474,288.0,180.0,1.0,Rural,N
Female,No,0.0,Not Graduate,No,7263,1743,196.0,360.0,0.0,Urban,N
Female,Yes,2.0,Graduate,No,5616,1317,170.0,,1.0,Semiurban,Y
Female,No,0.0,Graduate,No,10687,818,35.0,360.0,1.0,Urban,Y
Female,No,2.0,Graduate,No,8587,560,192.0,300.0,1.0,Semiurban,Y
Female,Yes,2.0,Graduate,No,3300,1874,44.0,360.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,No,7547,2277,99.0,180.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,6863,1200,106.0,360.0,0.0,Urban,N
Male,Yes,0.0,Graduate,No,5430,303,210.0,360.0,1.0,Urban,N
Female,Yes,2.0,Not Graduate,No,7287,2642,73.0,120.0,0.0,Rural,Y
Female,Yes,1.0,Graduate,Yes,4156,1160,116.0,360.0,0.0,Urban,N
Male,Yes,1.0,Graduate,Yes,5871,415,58.0,360.0,1.0,Urban,Y
Female,No,0.0,Graduate,No,5662,1378,164.0,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Not Graduate,Yes,3870,2767,100.0,360.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,Yes,4858,1005,139.0,180.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,4484,97,22.0,360.0,1.0,Urban,Y
Female,Yes,1.0,Graduate,Yes,6666,1114,69.0,360.0,1.0,Rural,Y
Male,No,,Graduate,No,9578,784,141.0,360.0,1.0,Semiurban,Y
Female,Yes,1.0,Graduate,No,2952,1570,175.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Not Graduate,No,6756,1402,251.0,300.0,1.0,Urban,N
Female,No,3.0,Not Graduate,No,4408,936,233.0,240.0,,Semiurban,N
Female,Yes,2.0,Not Graduate,No,8349,891,92.0,360.0,0.0,Urban,N
Female,Yes,3.0,Graduate,No,6720,3326,137.0,360.0,1.0,Rural,Y
Male,Yes,1.0,Graduate,No,2603,1998,,120.0,1.0,Semiurban,Y
Female,No,0.0,Graduate,No,6101,1953,149.0,300.0,1.0,Semiurban,Y
Female,No,0.0,Not Graduate,Yes,5299,2540,106.0,360.0,1.0,Rural,Y
Male,No,2.0,Graduate,No,3104,1153,140.0,120.0,0.0,Urban,N
Female,No,0.0,Graduate,No,4435,3924,242.0,120.0,1.0,Urban,Y
Male,Yes,,Graduate,No,5980,1756,125.0,300.0,1.0,Semiurban,Y
Male,Yes,1.0,Graduate,No,4495,1514,165.0,360.0,1.0,Semiurban,Y
,No,1.0,Graduate,No,8775,1740,145.0,360.0,1.0,Urban,Y
Male,Yes,1.0,Graduate,No,5278,1111,89.0,360.0,1.0,Urban,Y
,Yes,0.0,Graduate,No,4289,815,210.0,360.0,1.0,Urban,N
Female,Yes,0.0,Not Graduate,No,6129,2950,127.0,300.0,1.0,Urban,Y
Male,Yes,1.0,Graduate,Yes,6486,515,106.0,240.0,1.0,Semiurban,N
Female,No,3.0,Graduate,No,8383,556,144.0,360.0,1.0,Semiurban,N
Male,Yes,2.0,Graduate,No,5766,1280,222.0,,1.0,Semiurban,Y
Male,Yes,3.0,Graduate,No,6368,684,140.0,360.0,1.0,Urban,Y
Male,Yes,2.0,Not Graduate,Yes,4852,304,138.0,360.0,1.0,Urban,Y
Female,No,1.0,Graduate,No,10805,539,163.0,180.0,,Urban,N
Male,Yes,0.0,Graduate,No,6702,701,182.0,360.0,1.0,Urban,N
Male,Yes,1.0,Graduate,No,6041,1813,112.0,360.0,1.0,Urban,Y
Female,No,1.0,Not Graduate,No,4495,1206,119.0,360.0,1.0,Urban,Y
,No,1.0,Graduate,Yes,8862,2617,107.0,240.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,2469,512,162.0,300.0,1.0,Rural,Y
Male,Yes,1.0,Graduate,No,6145,595,127.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,No,4182,1619,130.0,360.0,1.0,Rural,Y
Male,Yes,1.0,Graduate,No,8014,787,132.0,240.0,1.0,Rural,Y
Female,Yes,0.0,Not Graduate,No,6514,1067,63.0,360.0,1.0,Rural,N
Male,Yes,,Graduate,No,6080,545,174.0,360.0,1.0,Rural,Y
Female,Yes,0.0,Not Graduate,Yes,3469,512,110.0,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Graduate,No,5467,762,127.0,180.0,1.0,Semiurban,N
Female,No,0.0,Graduate,No,6630,2722,100.0,300.0,1.0,Urban,Y
Male,No,1.0,Graduate,No,8386,406,,180.0,1.0,Semiurban,N
Female,No,0.0,Not Graduate,No,7008,2938,139.0,300.0,1.0,Semiurban,N
Male,Yes,0.0,Graduate,No,8014,2549,157.0,360.0,1.0,Semiurban,Y
Male,Yes,1.0,Not Graduate,No,2841,934,369.0,180.0,1.0,Semiurban,N
Male,No,0.0,Not Graduate,No,6017,1398,96.0,360.0,1.0,Semiurban,Y
Female,Yes,3.0,Not Graduate,No,8531,1715,188.0,120.0,1.0,Semiurban,Y
Female,Yes,3.0,Graduate,No,1762,2196,,360.0,1.0,Urban,Y
Female,Yes,1.0,Graduate,No,5085,595,196.0,240.0,1.0,Semiurban,N
Male,No,0.0,Not Graduate,No,6659,2375,170.0,180.0,1.0,Rural,N
Male,No,2.0,Graduate,No,9036,1483,96.0,300.0,1.0,Rural,Y
Female,Yes,0.0,Graduate,No,5901,634,70.0,,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,5604,1495,58.0,180.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,6400,628,206.0,240.0,1.0,Rural,Y
Male,Yes,3.0,Graduate,Yes,6687,1361,80.0,120.0,1.0,Urban,Y
Male,No,0.0,Graduate,Yes,3758,968,53.0,360.0,1.0,Rural,Y
Male,No,1.0,Graduate,No,4491,1554,204.0,360.0,1.0,Urban,Y
Male,No,2.0,Graduate,No,2264,1621,131.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,4182,3209,,360.0,0.0,Semiurban,N
Male,Yes,0.0,Graduate,No,3352,2109,182.0,180.0,1.0,Semiurban,Y
Female,Yes,3.0,Graduate,No,3742,1857,109.0,360.0,1.0,Semiurban,Y
Male,No,1.0,Graduate,No,13298,286,174.0,180.0,1.0,Semiurban,Y
Male,No,1.0,Graduate,,8802,2663,96.0,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Graduate,No,3389,1001,240.0,360.0,1.0,Urban,N
,Yes,0.0,Graduate,No,2991,546,89.0,360.0,1.0,Semiurban,Y
Female,No,0.0,Graduate,No,4297,4916,175.0,180.0,1.0,Urban,Y
Female,No,0.0,Graduate,No,2942,786,219.0,120.0,1.0,Semiurban,Y
Male,No,0.0,Not Graduate,No,6325,3442,18.0,360.0,1.0,Urban,Y
Male,Yes,2.0,Graduate,No,6276,1731,166.0,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Graduate,No,3715,2007,90.0,180.0,,Semiurban,N
Female,No,0.0,Graduate,No,7572,1370,181.0,180.0,1.0,Urban,N
Male,No,1.0,Graduate,Yes,7575,649,145.0,360.0,,Semiurban,N
Male,Yes,2.0,Graduate,No,4095,2281,164.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,3657,1643,126.0,360.0,1.0,Rural,Y
Female,Yes,1.0,Graduate,No,4660,1626,226.0,300.0,1.0,Rural,N
Male,Yes,0.0,Graduate,No,7167,1462,60.0,360.0,0.0,Semiurban,Y
Female,Yes,0.0,Graduate,No,12790,1134,215.0,240.0,0.0,Semiurban,N
Male,No,0.0,Not Graduate,Yes,7091,2292,97.0,360.0,1.0,Urban,N
Male,Yes,2.0,Graduate,No,3253,1969,42.0,180.0,0.0,Urban,Y
Male,No,0.0,Graduate,No,6475,2469,133.0,180.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,5907,1174,91.0,180.0,1.0,Rural,Y
Male,No,0.0,Graduate,No,5753,1102,161.0,,1.0,Urban,N
Male,No,2.0,Not Graduate,No,2982,901,168.0,360.0,1.0,Semiurban,N
Male,Yes,0.0,Graduate,Yes,6467,1493,120.0,360.0,1.0,Urban,N
Female,Yes,0.0,Graduate,No,5545,300,164.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Not Graduate,No,3188,6488,,360.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,11316,827,132.0,360.0,1.0,Semiurban,Y
Female,No,1.0,Graduate,No,3031,3136,118.0,360.0,1.0,Semiurban,Y
Female,No,1.0,Not Graduate,No,6842,984,101.0,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Graduate,No,5244,2088,289.0,180.0,1.0,Semiurban,N
Female,Yes,0.0,Graduate,Yes,4774,4149,129.0,360.0,,Rural,Y
Male,Yes,0.0,Graduate,No,9512,2008,153.0,120.0,1.0,Rural,Y
Male,No,0.0,Graduate,Yes,8325,3993,177.0,360.0,1.0,Rural,Y
Female,Yes,0.0,Graduate,No,5253,3013,113.0,300.0,1.0,Semiurban,Y
Female,Yes,2.0,Not Graduate,No,3814,611,158.0,360.0,1.0,Urban,Y
Male,No,3.0,Graduate,No,4527,2306,276.0,360.0,1.0,Rural,N
Female,No,3.0,Graduate,No,4928,1792,,240.0,1.0,Urban,N
Male,Yes,2.0,Not Graduate,No,8389,772,276.0,360.0,0.0,Urban,N
Male,No,1.0,Graduate,No,6614,2841,183.0,360.0,1.0,Semiurban,N
Male,Yes,2.0,Graduate,No,8511,498,97.0,300.0,1.0,Semiurban,Y
,Yes,0.0,Graduate,No,2930,2719,86.0,300.0,1.0,Urban,Y
Male,No,1.0,Not Graduate,No,8828,2327,275.0,300.0,1.0,Semiurban,N
Male,No,0.0,Not Graduate,No,10123,1516,207.0,360.0,1.0,Semiurban,Y
,Yes,0.0,Graduate,No,3937,861,122.0,360.0,1.0,Semiurban,Y
Male,Yes,2.0,Graduate,No,7926,2284,103.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,9751,213,97.0,240.0,1.0,Semiurban,Y
Female,Yes,0.0,Not Graduate,No,4316,730,119.0,180.0,0.0,Urban,N
Female,Yes,3.0,Graduate,No,3332,1386,125.0,180.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,No,6209,1517,142.0,240.0,1.0,Urban,Y
Female,Yes,0.0,Not Graduate,No,2221,746,79.0,360.0,1.0,Semiurban,Y
Female,No,3.0,Graduate,No,8776,761,95.0,360.0,1.0,Semiurban,Y
Male,No,,Graduate,No,3703,2053,116.0,300.0,1.0,Semiurban,Y
Male,No,1.0,Graduate,No,5013,627,326.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,7580,1052,149.0,120.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,No,7143,495,64.0,360.0,1.0,Urban,Y
Male,No,2.0,Not Graduate,No,7481,1444,81.0,240.0,1.0,Urban,Y
,No,1.0,Graduate,No,3928,1189,274.0,360.0,1.0,Rural,N
Male,No,1.0,Graduate,No,6448,192,227.0,180.0,1.0,Semiurban,N
Male,No,0.0,Graduate,No,8132,407,108.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,4254,3269,166.0,240.0,1.0,Semiurban,Y
Female,Yes,3.0,Graduate,No,11688,799,157.0,300.0,1.0,Rural,Y
Male,No,0.0,Graduate,No,5114,1825,131.0,360.0,1.0,Semiurban,Y
Female,No,1.0,Not Graduate,No,2134,590,86.0,300.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,5102,3592,50.0,360.0,1.0,Rural,Y
Male,Yes,1.0,Graduate,No,9693,280,197.0,360.0,1.0,Urban,Y
Male,Yes,,Graduate,No,3595,3053,159.0,360.0,1.0,Urban,N
Female,Yes,1.0,Not Graduate,No,3460,1513,87.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,6678,2243,222.0,180.0,0.0,Semiurban,Y
Female,Yes,1.0,Not Graduate,No,3323,3301,269.0,360.0,1.0,Semiurban,N
Male,Yes,2.0,Graduate,No,3257,1683,147.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Not Graduate,No,3802,4227,129.0,360.0,1.0,Rural,Y
Female,Yes,2.0,Graduate,No,10812,3265,58.0,300.0,1.0,Urban,Y
Female,No,1.0,Not Graduate,No,7002,2194,120.0,360.0,1.0,Semiurban,Y
Female,No,2.0,Graduate,No,5765,2923,75.0,240.0,0.0,Semiurban,N
Female,No,1.0,Graduate,No,3916,1405,123.0,300.0,0.0,Rural,N
Female,Yes,0.0,Graduate,No,8089,654,211.0,,1.0,Urban,N
Female,No,0.0,Not Graduate,No,7315,5899,177.0,300.0,,Rural,N
Female,Yes,0.0,Graduate,No,11158,1478,377.0,300.0,1.0,Urban,N
Female,No,3.0,Not Graduate,Yes,3574,1743,225.0,120.0,1.0,Rural,N
Female,Yes,2.0,Not Graduate,No,3363,427,115.0,360.0,1.0,Semiurban,Y
Male,Yes,1.0,Graduate,No,2164,3438,66.0,180.0,1.0,Rural,Y
Female,No,0.0,Not Graduate,Yes,7077,1709,112.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,6256,2052,147.0,180.0,1.0,Urban,N
Female,Yes,2.0,Graduate,No,4691,2250,230.0,180.0,1.0,Urban,Y
Female,No,0.0,Graduate,No,2142,780,,360.0,0.0,Semiurban,N
Male,Yes,0.0,Graduate,No,10199,3376,53.0,360.0,,Semiurban,Y
Female,Yes,1.0,Graduate,No,6111,1844,145.0,360.0,0.0,Rural,N
Male,Yes,0.0,Graduate,No,9301,207,210.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,9695,2931,238.0,300.0,,Urban,N
Female,Yes,0.0,Graduate,No,6985,1307,218.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,7442,851,92.0,360.0,1.0,Urban,Y
Female,Yes,3.0,Graduate,No,4189,313,95.0,300.0,1.0,Rural,Y
Female,No,0.0,Not Graduate,No,5891,1052,289.0,360.0,0.0,Rural,N
Male,Yes,0.0,Graduate,No,8615,961,105.0,,1.0,Rural,Y
Male,No,0.0,Graduate,No,3808,3149,267.0,300.0,1.0,Semiurban,N
Male,Yes,2.0,Graduate,No,8346,901,82.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,8109,382,123.0,360.0,0.0,Urban,N
Female,Yes,1.0,Not Graduate,No,8015,2067,41.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,Yes,5708,3256,119.0,240.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,Yes,3943,1108,86.0,360.0,0.0,Urban,N
Male,Yes,0.0,Graduate,No,11658,4780,177.0,240.0,1.0,Urban,Y
Male,Yes,2.0,Graduate,No,9920,2906,177.0,120.0,1.0,Semiurban,Y
Female,No,2.0,Not Graduate,No,5769,3451,161.0,300.0,1.0,Semiurban,Y
Male,No,0.0,Not Graduate,No,6260,2025,88.0,360.0,,Urban,N
Female,No,1.0,Graduate,No,4964,1868,226.0,360.0,0.0,Rural,N
Male,No,3.0,Graduate,Yes,2241,868,134.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,No,5387,4094,184.0,360.0,1.0,Rural,Y
Male,Yes,2.0,Graduate,No,7011,3653,218.0,180.0,0.0,Urban,N
Male,Yes,0.0,Not Graduate,,4310,4152,141.0,180.0,1.0,Urban,Y
Female,Yes,3.0,Not Graduate,No,4847,1411,63.0,360.0,0.0,Urban,N
Male,Yes,2.0,Graduate,No,4827,1123,149.0,360.0,1.0,Urban,Y
Female,Yes,3.0,Not Graduate,No,5926,2442,119.0,,1.0,Semiurban,Y
Female,Yes,1.0,Graduate,No,5056,1000,,180.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,Yes,3715,1423,253.0,240.0,0.0,Semiurban,N
Male,No,3.0,Graduate,No,5917,237,113.0,240.0,1.0,Semiurban,Y
Female,No,0.0,Graduate,No,6851,1749,172.0,300.0,0.0,Urban,N
Male,Yes,0.0,Graduate,No,6161,2189,55.0,120.0,1.0,Urban,Y
Male,No,2.0,Graduate,Yes,2148,3503,191.0,360.0,1.0,Rural,N
Male,No,2.0,Graduate,No,7418,2507,149.0,360.0,1.0,Rural,Y
,Yes,3.0,Graduate,No,3197,2806,107.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Not Graduate,No,6800,4574,59.0,180.0,1.0,Semiurban,Y
Female,Yes,2.0,Graduate,Yes,6932,741,161.0,180.0,0.0,Semiurban,N
Female,No,2.0,Graduate,No,2635,632,113.0,360.0,1.0,Urban,Y
Female,No,0.0,Not Graduate,No,8223,1663,285.0,360.0,1.0,Semiurban,N
Female,Yes,0.0,Not Graduate,No,11604,566,93.0,360.0,0.0,Semiurban,Y
Male,Yes,0.0,Not Graduate,No,4913,1834,41.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,No,6801,585,71.0,360.0,0.0,Urban,N
Male,Yes,3.0,Graduate,No,4533,698,218.0,180.0,1.0,Rural,N
Male,Yes,1.0,Graduate,No,3175,317,194.0,240.0,1.0,Urban,Y
Male,No,2.0,Graduate,No,8571,1730,252.0,360.0,1.0,Urban,Y
Male,No,3.0,Not Graduate,No,6876,449,120.0,360.0,1.0,Semiurban,Y
Female,No,0.0,Graduate,Yes,4064,2094,182.0,,1.0,Semiurban,Y
Female,No,2.0,Graduate,No,3243,2341,146.0,360.0,0.0,Urban,N
Male,No,0.0,Graduate,No,11889,814,97.0,360.0,1.0,Rural,Y
Male,Yes,2.0,Graduate,No,2848,2569,133.0,360.0,1.0,Semiurban,Y
Female,No,0.0,Not Graduate,No,7301,2373,109.0,180.0,0.0,Urban,N
Male,Yes,3.0,Graduate,No,6067,3012,245.0,300.0,1.0,Semiurban,N
Male,No,0.0,Graduate,No,7842,756,96.0,360.0,0.0,Semiurban,N
Male,Yes,0.0,Graduate,Yes,10482,730,262.0,360.0,1.0,Urban,Y
Female,No,2.0,Graduate,No,1339,2256,93.0,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Graduate,Yes,3422,1646,110.0,360.0,1.0,Semiurban,Y
Male,Yes,1.0,Graduate,No,5310,1761,136.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,10852,3582,91.0,360.0,1.0,Semiurban,Y
Female,Yes,2.0,Graduate,No,4625,2690,136.0,240.0,1.0,Semiurban,Y
Female,No,0.0,Not Graduate,No,4220,2375,145.0,360.0,1.0,Urban,Y
Male,No,0.0,Not Graduate,Yes,1726,2192,,360.0,1.0,Semiurban,N
Female,Yes,,Not Graduate,Yes,4029,2851,41.0,360.0,0.0,Semiurban,N
Male,Yes,0.0,Graduate,No,7189,1260,94.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,5326,549,278.0,360.0,1.0,Semiurban,N
Female,Yes,0.0,Graduate,No,3981,898,108.0,360.0,1.0,Semiurban,Y
Male,Yes,0.0,Not Graduate,No,11955,807,108.0,120.0,1.0,Rural,Y
Male,No,0.0,Not Graduate,No,4902,76,91.0,180.0,1.0,Urban,Y
Male,Yes,1.0,Not Graduate,No,5926,2195,181.0,240.0,1.0,Urban,Y
Male,Yes,2.0,Graduate,No,3865,1134,57.0,180.0,,Urban,Y
Female,Yes,0.0,Not Graduate,No,3164,1277,157.0,,1.0,Urban,Y
Male,Yes,1.0,Graduate,No,7615,944,298.0,300.0,1.0,Semiurban,N
Female,Yes,1.0,Graduate,No,2380,1428,49.0,360.0,0.0,Urban,Y
Male,No,0.0,Graduate,Yes,6917,3936,182.0,360.0,1.0,Urban,Y
Male,Yes,2.0,Graduate,No,1092,311,69.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,6483,4417,161.0,360.0,1.0,Semiurban,Y
Female,Yes,1.0,Graduate,No,3320,1717,155.0,300.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,3662,995,188.0,,1.0,Rural,N
Female,Yes,1.0,Graduate,Yes,4920,1093,101.0,180.0,1.0,Urban,Y
Male,No,1.0,Not Graduate,Yes,3041,687,104.0,360.0,1.0,Semiurban,Y
Female,No,0.0,Graduate,No,2065,208,190.0,300.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,5149,589,101.0,360.0,1.0,Urban,Y
Female,Yes,3.0,Not Graduate,No,7787,1432,201.0,180.0,1.0,Rural,N
Female,Yes,0.0,Not Graduate,No,6207,1196,35.0,180.0,,Semiurban,N
Female,Yes,1.0,Graduate,No,9026,2003,150.0,360.0,1.0,Urban,N
Female,No,3.0,Graduate,No,2202,951,195.0,360.0,1.0,Semiurban,Y
Female,No,2.0,Graduate,No,4641,849,121.0,300.0,,Urban,N
Male,Yes,1.0,Graduate,No,5689,5418,243.0,360.0,1.0,Urban,Y
Male,Yes,2.0,Graduate,No,3663,703,103.0,300.0,1.0,Semiurban,Y
Male,Yes,2.0,Not Graduate,No,5802,741,147.0,300.0,1.0,Urban,N
Female,No,0.0,Graduate,No,8806,2819,211.0,360.0,1.0,Rural,N
Male,No,0.0,Not Graduate,No,7006,2369,,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Not Graduate,Yes,9366,1052,219.0,360.0,1.0,Rural,Y
Male,Yes,3.0,Not Graduate,No,6366,2505,156.0,240.0,1.0,Rural,N
Male,No,1.0,Graduate,No,5339,1562,89.0,240.0,1.0,Semiurban,N
Male,Yes,0.0,Not Graduate,No,10534,959,130.0,360.0,1.0,Semiurban,Y
Female,Yes,2.0,Graduate,No,5907,2260,85.0,240.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,11555,1451,175.0,360.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,No,8305,224,116.0,300.0,1.0,Urban,Y
Male,Yes,1.0,Graduate,No,4055,2262,109.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,5095,1297,177.0,300.0,1.0,Semiurban,Y
Male,No,2.0,Graduate,Yes,10492,3733,119.0,300.0,1.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,9028,2584,134.0,360.0,1.0,Rural,Y
Female,Yes,2.0,Graduate,No,7735,1653,22.0,360.0,0.0,Urban,N
Male,Yes,1.0,Graduate,No,7362,1075,129.0,360.0,0.0,Semiurban,Y
Male,Yes,0.0,Graduate,No,2898,1421,40.0,360.0,1.0,Rural,Y
Male,No,3.0,Not Graduate,No,3235,673,62.0,360.0,1.0,Urban,N
Male,Yes,1.0,Graduate,Yes,6227,1653,94.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Graduate,No,3699,3919,98.0,360.0,1.0,Urban,N
Male,Yes,0.0,Graduate,No,4938,4772,38.0,360.0,1.0,Rural,Y
Male,No,2.0,Graduate,Yes,4776,3189,133.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,7197,1584,124.0,360.0,1.0,Urban,N
Female,Yes,0.0,Graduate,No,6336,382,141.0,360.0,0.0,Semiurban,N
Female,Yes,0.0,Not Graduate,No,8718,1357,112.0,360.0,1.0,Rural,Y
Female,No,0.0,Graduate,No,6390,2700,258.0,360.0,1.0,Rural,Y
Male,Yes,2.0,Graduate,No,6173,2498,167.0,300.0,0.0,Semiurban,N
Male,No,0.0,Graduate,No,5598,1261,274.0,240.0,1.0,Rural,Y
Male,No,,Not Graduate,No,9310,1185,73.0,360.0,1.0,Urban,Y
Male,No,0.0,Graduate,No,5626,1893,111.0,240.0,1.0,Urban,N
Female,Yes,0.0,Graduate,No,3997,1487,99.0,360.0,1.0,Rural,Y
Male,Yes,3.0,Not Graduate,Yes,7520,1352,55.0,360.0,1.0,Semiurban,Y
Male,No,0.0,Graduate,Yes,5314,1303,121.0,360.0,1.0,Urban,Y
Male,Yes,3.0,Graduate,No,8260,3487,36.0,360.0,1.0,Semiurban,Y
Female,Yes,0.0,Graduate,No,1076,596,174.0,240.0,1.0,Rural,Y
Male,No,0.0,Graduate,No,9751,1132,,360.0,1.0,Rural,Y
Male,No,2.0,Graduate,Yes,5100,1183,117.0,360.0,1.0,Rural,Y
Male,Yes,0.0,Graduate,No,9596,1616,140.0,120.0,0.0,Semiurban,Y
Male,Yes,2.0,Graduate,No,8355,1453,229.0,360.0,1.0,Rural,Y
Male,Yes,3.0,Graduate,No,4329,1382,,360.0,1.0,Semiurban,Y
Male,No,,Graduate,No,3733,630,54.0,180.0,1.0,Semiurban,N
Male,No,0.0,Not Graduate,No,3587,1451,36.0,360.0,1.0,Rural,Y
Male,Yes,2.0,Not Graduate,No,3197,2221,85.0,360.0,1.0,Semiurban,N
Male,Yes,0.0,Graduate,No,9182,1656,93.0,120.0,1.0,Urban,N
Male,No,0.0,Graduate,No,5134,586,180.0,360.0,0.0,Urban,N
Male,Yes,0.0,Graduate,No,11205,1542,64.0,360.0,0.0,Semiurban,Y
Female,Yes,0.0,Graduate,No,4086,1471,53.0,300.0,0.0,Urban,N
Female,No,2.0,Graduate,No,4448,1098,195.0,360.0,1.0,Urban,Y
Male,Yes,0.0,Not Graduate,No,7045,1669,96.0,180.0,0.0,Urban,Y
Male,No,0.0,Graduate,No,10944,870,141.0,360.0,1.0,Urban,Y
Male,Yes,1.0,Graduate,No,4357,2288,185.0,120.0,0.0,Semiurban,N
Male,Yes,0.0,Graduate,No,7937,4584,391.0,300.0,0.0,Urban,N
Female,No,0.0,Graduate,Yes,5615,2425,157.0,360.0,0.0,Urban,N
Male,Yes,2.0,Graduate,No,7083,759,91.0,300.0,1.0,Semiurban,Y
Female,No,0.0,Graduate,No,3834,2203,194.0,300.0,1.0,Rural,N
Male,Yes,2.0,Graduate,No,7572,2589,78.0,360.0,1.0,Urban,Y
Male,Yes,2.0,Not Graduate,No,4947,1872,228.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Graduate,No,4544,2010,88.0,360.0,1.0,Rural,Y
Female,Yes,1.0,Not Graduate,Yes,5515,1354,71.0,360.0,1.0,Urban,Y
Female,Yes,0.0,Not Graduate,No,7276,506,132.0,,1.0,Rural,Y
